Acc mean,Acc std,New observation,Normality,Time
0.60625,0.035078038001005674,0.5520833333333334,False,2013-01-08 20:19:32
0.60375,0.03438825502018576,0.5520833333333334,False,2013-01-08 23:02:08
0.6013541666666665,0.03372507438629468,0.5520833333333334,False,2013-01-09 19:19:34
0.5990625,0.033096325377180776,0.5520833333333334,False,2013-01-10 19:16:18
0.596875,0.03250934694651504,0.5520833333333334,False,2013-01-10 19:53:25
0.5947916666666667,0.03197085261088082,0.5520833333333334,False,2013-01-10 21:20:50
0.5928125,0.031486776600573814,0.546875,False,2013-01-11 00:04:18
0.5908333333333333,0.031200655486347977,0.546875,False,2013-01-14 16:26:38
0.5889583333333334,0.03096817362677005,0.546875,False,2013-01-14 17:21:42
0.5870833333333334,0.03061933054097976,0.546875,False,2013-01-14 23:46:17
0.5852083333333333,0.030150087525209212,0.546875,False,2013-01-16 17:02:26
0.5833333333333335,0.029554710331481444,0.546875,False,2013-01-16 18:25:36
0.5814583333333334,0.02882538426071327,0.5416666666666667,False,2013-01-17 08:00:00
0.5795833333333333,0.028298845431886016,0.5416666666666667,False,2013-01-17 18:50:50
0.5777083333333334,0.02763539899798402,0.5416666666666667,False,2013-01-22 00:03:39
0.5758333333333334,0.026824888681554224,0.5364583333333334,False,2013-01-22 00:33:12
0.5739583333333333,0.026228496483362826,0.5364583333333334,False,2013-01-22 20:10:52
0.5721875,0.025706383299894785,0.5364583333333334,False,2013-01-24 22:37:27
0.5705208333333333,0.025263584423368454,0.5364583333333334,False,2013-01-28 22:42:07
0.5689583333333332,0.02490345943170678,0.5364583333333334,False,2013-01-31 19:16:27
0.5675,0.024627432197991433,0.5364583333333334,False,2013-02-01 16:33:22
0.5661458333333332,0.024434800220291434,0.5364583333333334,False,2013-02-04 17:11:04
0.5647916666666667,0.024164870622915013,0.53125,False,2013-02-06 08:00:00
0.5633333333333334,0.023943836193614957,0.53125,False,2013-02-06 17:38:00
0.5618750000000001,0.023630914897415374,0.53125,False,2013-02-06 18:26:58
0.5604166666666667,0.023222392510008266,0.53125,False,2013-02-07 23:26:58
0.5589583333333334,0.022713111118177223,0.53125,False,2013-02-08 19:24:19
0.5575000000000001,0.022096104797502694,0.53125,False,2013-02-11 18:25:07
0.5560416666666668,0.0213620412310143,0.53125,False,2013-02-14 17:33:29
0.5545833333333334,0.020498348510713398,0.53125,False,2013-02-14 18:18:07
0.5531250000000001,0.019487798889447606,0.53125,False,2013-02-18 17:10:54
0.5517708333333334,0.018587548569016718,0.53125,False,2013-02-27 00:21:14
0.5504166666666667,0.017537162921445804,0.5260416666666667,False,2013-02-28 17:00:00
0.5490625000000001,0.01673456222662149,0.5260416666666667,False,2013-02-28 19:54:18
0.5477083333333335,0.015775662514702134,0.5260416666666667,False,2013-03-04 20:18:52
0.5463541666666667,0.014629762401237652,0.5208333333333334,False,2013-03-07 08:00:00
0.5451041666666667,0.014076382036944016,0.5208333333333334,False,2013-03-07 21:44:43
0.5439583333333333,0.013667682889047279,0.515625,False,2013-03-07 23:16:31
0.5428125,0.013593251108342135,0.515625,False,2013-03-11 19:03:03
0.5416666666666667,0.013420936173672012,0.515625,False,2013-03-11 22:39:15
0.5405208333333333,0.01314688981491652,0.515625,False,2013-03-12 00:25:13
0.539375,0.01276456140170033,0.515625,False,2013-03-12 00:54:08
0.5383333333333334,0.012532942702245867,0.515625,False,2013-03-14 18:19:17
0.5373958333333334,0.012443012457912994,0.515625,False,2013-03-14 19:22:14
0.5365625,0.012477844949482805,0.515625,False,2013-03-15 00:25:39
0.5358333333333334,0.01261406291935051,0.515625,False,2013-03-15 20:13:33
0.5351041666666667,0.012707052531085955,0.515625,False,2013-03-15 21:11:05
0.534375,0.012757759076995728,0.5104166666666667,False,2013-03-19 00:35:40
0.5335416666666668,0.012933456829307303,0.5104166666666667,False,2013-03-20 16:46:29
0.5327083333333335,0.013053708498183787,0.5052083333333334,False,2013-03-20 17:48:57
0.5317708333333334,0.013309304519979833,0.5052083333333334,False,2013-03-20 17:49:29
0.5308333333333334,0.013495112283918038,0.5052083333333334,False,2013-03-21 20:00:25
0.5298958333333332,0.013613989562415404,0.5052083333333334,False,2013-03-21 20:43:07
0.5289583333333333,0.01366768288904727,0.5052083333333334,False,2013-03-21 22:23:59
0.5280208333333333,0.013656961111665932,0.5052083333333334,False,2013-03-21 23:20:24
0.5270833333333333,0.013581671677505514,0.5052083333333334,False,2013-03-25 17:32:43
0.5261458333333333,0.013440729586058768,0.5052083333333334,False,2013-03-26 20:04:26
0.5253125,0.013421340412649628,0.5052083333333334,False,2013-03-26 21:19:05
0.5244791666666666,0.01335000585205864,0.5052083333333334,False,2013-03-26 22:17:48
0.5236458333333334,0.013225885419845769,0.5052083333333334,False,2013-03-27 17:24:46
0.5228125,0.01304747274911463,0.5052083333333334,False,2013-03-27 18:51:22
0.5219791666666667,0.012812500000000001,0.5052083333333334,False,2013-03-28 20:13:28
0.5211458333333333,0.012517782490210565,0.5052083333333334,False,2013-03-28 20:57:12
0.5204166666666667,0.012362086415955662,0.5052083333333334,False,2013-03-28 20:58:36
0.5196875,0.01216076126660388,0.5052083333333334,False,2013-03-28 23:38:00
0.5189583333333334,0.011911493632435667,0.5052083333333334,False,2013-03-28 23:49:25
0.5183333333333333,0.011796156389076716,0.5052083333333334,False,2013-04-04 17:31:54
0.5177083333333333,0.011646187382811398,0.5052083333333334,False,2013-04-04 22:13:22
0.5170833333333333,0.011460227116229215,0.5052083333333334,False,2013-04-04 22:16:59
0.5164583333333334,0.011236488800134826,0.6524822695035462,False,2013-04-05 16:04:47
0.5187788120567377,0.021975538293169204,0.6524822695035462,False,2013-04-08 16:37:22
0.5210992907801419,0.028789245265932083,0.6524822695035462,False,2013-04-08 19:32:58
0.5234197695035462,0.03411667861439469,0.6524822695035462,False,2013-04-08 21:30:57
0.5258444148936171,0.03860032619477136,0.6524822695035462,False,2013-04-08 22:08:34
0.5282690602836881,0.042476638219995984,0.6524822695035462,False,2013-04-09 17:15:53
0.530693705673759,0.04589974505448709,0.6524822695035462,False,2013-04-09 18:50:05
0.5331183510638299,0.04896478925846832,0.6524822695035462,False,2013-04-09 23:43:42
0.5355429964539009,0.05173544981586932,0.6489361702127661,False,2013-04-11 22:05:30
0.5378967198581561,0.05410922651930717,0.6489361702127661,False,2013-04-15 17:05:33
0.5402504432624115,0.05628481139399489,0.6489361702127661,False,2013-04-15 17:06:52
0.5426041666666668,0.05828440241668417,0.484375,True,2013-04-18 21:32:29
0.5416666666666667,0.05883389358031628,0.484375,True,2013-04-22 20:04:53
0.5407291666666667,0.05936349627565732,0.9591836734693877,False,2013-04-25 07:00:00
0.5493920068027212,0.08334715905771664,0.9591836734693877,False,2013-04-25 17:05:40
0.5580548469387755,0.10109096674514978,0.9591836734693877,False,2013-04-25 19:21:02
0.56671768707483,0.1155072664099535,0.9591836734693877,False,2013-04-26 18:46:37
0.5754846938775511,0.12768536218528959,0.9591836734693877,False,2013-05-02 07:00:00
0.5842517006802721,0.1382441825999173,0.9591836734693877,False,2013-05-02 07:00:00
0.5931228741496599,0.14747895954155926,0.9795918367346939,False,2013-05-02 07:00:00
0.6024022108843538,0.15662370251051325,0.9375,False,2013-05-03 07:00:00
0.6108397108843538,0.16295704237828534,0.9375,False,2013-05-13 07:00:00
0.6192772108843537,0.16863163499401534,0.9375,False,2013-05-13 07:00:00
0.6277147108843538,0.17371204957725683,0.9375,False,2013-05-13 07:00:00
0.6361522108843538,0.17824909874500874,0.9375,False,2013-05-14 07:00:00
0.6445897108843538,0.1822833602553574,0.9375,False,2013-05-14 07:00:00
0.6530272108843538,0.1858475795808515,0.9375,False,2013-05-16 07:00:00
0.6614647108843539,0.18896835564093123,0.9375,False,2013-05-16 07:00:00
0.6699022108843538,0.19166735042441108,0.9375,False,2013-05-16 07:00:00
0.6784438775510204,0.19387333985819957,0.9375,False,2013-05-16 07:00:00
0.6869855442176871,0.19568201362910959,0.9270833333333333,False,2013-05-23 07:00:00
0.6954230442176872,0.1967545143840912,0.9270833333333333,False,2013-05-23 07:00:00
0.7038605442176873,0.19746099511193618,0.9270833333333333,False,2013-05-23 07:00:00
0.7122980442176872,0.19780537767758646,0.9270833333333333,False,2013-05-23 07:00:00
0.7207355442176872,0.19778955349878602,0.9270833333333333,False,2013-05-23 07:00:00
