Acc mean,Acc std,New observation,Normality,Time
0.9798,0.03532647732225788,0.78,False,2012-11-20 00:07:09
0.9787,0.038004078728473355,0.76,False,2012-11-21 17:52:22
0.9775,0.040984753262646355,0.76,False,2012-11-22 08:00:00
0.9763,0.04372996684197234,0.76,False,2012-11-22 08:00:00
0.9751000000000001,0.046281637827544526,0.76,False,2012-11-22 08:00:00
0.9739,0.04867021676549223,0.76,False,2012-11-22 08:00:00
0.9727,0.05091866062653259,0.76,False,2012-11-22 08:00:00
0.9714999999999999,0.05304479239284475,0.76,False,2012-11-22 19:12:54
0.9703,0.05506278234887882,0.76,False,2012-11-22 19:44:59
0.9691,0.05698412059512721,0.74,False,2012-11-22 19:45:21
0.9678,0.05918749868004222,0.72,False,2012-11-22 21:11:58
0.9663999999999998,0.061668792756142066,0.7,False,2012-11-23 00:08:56
0.9649,0.06442041601852631,0.68,False,2012-11-26 16:19:29
0.9632999999999999,0.06743226230818598,0.68,False,2012-11-26 17:09:06
0.9616999999999999,0.07027880192490478,0.66,False,2012-11-27 00:19:18
0.96,0.07337574531137657,0.64,False,2012-11-27 22:13:53
0.9581999999999999,0.076712189383435,0.64,False,2012-11-28 00:17:58
0.9564,0.07986889256775756,0.64,False,2012-11-29 08:00:00
0.9546000000000001,0.08286639849782299,0.64,False,2012-11-29 08:00:00
0.9528,0.08572140922780026,0.64,False,2012-11-29 08:00:00
0.951,0.08844772467395642,0.64,False,2012-11-29 08:00:00
0.9492,0.0910569052845527,0.64,False,2012-11-29 08:00:00
0.9474000000000001,0.09355875159492029,0.62,False,2012-11-29 16:49:12
0.9455,0.09628992678364648,0.6,False,2012-11-29 18:38:11
0.9434999999999999,0.09924590671659965,0.58,False,2012-11-29 20:09:10
0.9414,0.10242089630539268,0.56,False,2012-11-29 21:25:17
0.9392,0.10580812823219206,0.54,False,2012-11-29 23:03:09
0.9369,0.10940013711143143,0.54,False,2012-11-30 00:03:09
0.9346000000000001,0.11283102410241608,0.52,False,2012-12-03 17:57:15
0.9322,0.11646098059006715,0.5,False,2012-12-03 20:41:30
0.9297,0.12028262551175044,0.5,False,2012-12-03 20:58:59
0.9272,0.12393611257418075,0.52,False,2012-12-06 08:00:00
0.9248000000000001,0.12711003107544266,0.5,False,2012-12-06 22:58:36
0.9222999999999999,0.1304787722198519,0.5,False,2012-12-07 20:06:01
0.9198,0.13371596763288968,0.5,False,2012-12-10 16:25:21
0.9173,0.13683095410030582,0.48,False,2012-12-11 18:58:39
0.9147,0.14013532745171717,0.48,False,2012-12-13 08:00:00
0.9121000000000001,0.14331639822434836,0.48,False,2012-12-13 08:00:00
0.9095,0.14638220520268164,0.48,False,2012-12-13 08:00:00
0.9068999999999999,0.14933984732816624,0.46,False,2012-12-13 18:11:45
0.9042000000000001,0.1524806873017039,0.44,False,2012-12-14 00:02:55
0.9014000000000002,0.15580128369175908,0.44,False,2012-12-14 21:59:22
0.8986000000000002,0.1590032704066177,0.46,False,2012-12-20 08:00:00
0.8959,0.1618183858527825,0.48,False,2012-12-20 08:00:00
0.8933000000000001,0.16428362669481095,0.5,False,2012-12-20 08:00:00
0.8908000000000001,0.16643124706616844,0.52,False,2012-12-20 08:00:00
0.8884000000000001,0.1682897501335123,0.54,False,2013-01-03 18:50:41
0.8861000000000001,0.16988463732780548,0.52,False,2013-01-03 19:52:27
0.8837,0.17164005942669677,0.5,False,2013-01-03 20:22:00
0.8812000000000001,0.1735585203900978,0.5,False,2013-01-03 22:36:51
0.8787,0.1754203807999515,0.5,False,2013-01-08 18:36:30
0.8762000000000001,0.17722742451437923,0.5,False,2013-01-08 20:19:32
0.8737,0.17898131187361432,0.48,False,2013-01-08 23:02:08
0.8711000000000001,0.1808944167187036,0.46,False,2013-01-09 19:19:34
0.8684000000000001,0.18296841257441132,0.44,False,2013-01-10 19:16:18
0.8656,0.18520431960405243,0.42,False,2013-01-10 19:53:25
0.8627000000000001,0.1876025319658559,0.4,False,2013-01-10 21:20:50
0.8597,0.19016285126175406,0.4,False,2013-01-11 00:04:18
0.8567000000000001,0.19264244080679624,0.38,False,2013-01-14 16:26:38
0.8536000000000001,0.19528195001074727,0.38,False,2013-01-14 17:21:42
0.8505000000000001,0.19783768599536336,0.38,False,2013-01-14 23:46:17
0.8474,0.20031285530389703,0.38,False,2013-01-16 17:02:26
0.8443,0.20271040920485559,0.38,False,2013-01-16 18:25:36
0.8412000000000001,0.20503307050327269,0.38,False,2013-01-17 08:00:00
0.8381000000000001,0.20728335678486104,0.38,False,2013-01-17 18:50:50
0.835,0.2094636006565341,0.38,False,2013-01-22 00:03:39
0.8319000000000001,0.21157596744432008,0.38,False,2013-01-22 00:33:12
0.8288000000000001,0.2136224707281516,0.36,False,2013-01-22 20:10:52
0.8256,0.21581621811161458,0.34,False,2013-01-24 22:37:27
0.8223000000000001,0.21815753482288894,0.32,False,2013-01-28 22:42:07
0.8189000000000002,0.22064630067145924,0.3,False,2013-01-31 19:16:27
0.8154,0.22328197419406698,0.28,False,2013-02-01 16:33:22
0.8118000000000001,0.2260636193641073,0.28,False,2013-02-04 17:11:04
0.8082,0.22875480322826008,0.3,False,2013-02-06 08:00:00
0.8047,0.2311361287207173,0.3,False,2013-02-06 17:38:00
0.8012,0.2334406991079319,0.3,False,2013-02-06 18:26:58
0.7977000000000001,0.23567076611238824,0.3,False,2013-02-07 23:26:58
0.7942000000000001,0.23782842555085798,0.3,False,2013-02-08 19:24:19
0.7907000000000002,0.23991563100390104,0.3,False,2013-02-11 18:25:07
0.7872,0.24193420593210874,0.3,False,2013-02-14 17:33:29
0.7837000000000001,0.24388585444834637,0.3,False,2013-02-14 18:18:07
0.7802000000000001,0.2457721709225843,0.28,False,2013-02-18 17:10:54
0.7766000000000001,0.2477911217134302,0.28,False,2013-02-27 00:21:14
0.7730000000000001,0.24974186673443438,0.28,False,2013-02-28 17:00:00
0.7694,0.25162599229809307,0.26,False,2013-02-28 19:54:18
0.7657,0.2536405133254544,0.26,False,2013-03-04 20:18:52
0.7620000000000001,0.25558560209839676,0.26,False,2013-03-07 08:00:00
0.7583000000000001,0.2574628322690481,0.24,False,2013-03-07 21:44:43
0.7545000000000002,0.25946820614479915,0.24,False,2013-03-07 23:16:31
0.7507000000000003,0.26140296478808345,0.24,False,2013-03-11 19:03:03
0.7469000000000001,0.2632686650553005,0.24,False,2013-03-11 22:39:15
0.7431,0.26506676517436134,0.24,False,2013-03-12 00:25:13
0.7393000000000001,0.26679863193052544,0.22,False,2013-03-12 00:54:08
0.7354,0.26865375485929843,0.2,False,2013-03-14 18:19:17
0.7314000000000002,0.27063266617317283,0.18,False,2013-03-14 19:22:14
0.7273000000000001,0.2727356045697004,0.16,False,2013-03-15 00:25:39
0.7231000000000001,0.2749625247192788,0.14,False,2013-03-15 20:13:33
0.7188,0.2773131082368809,0.14,False,2013-03-15 21:11:05
0.7145,0.2795778067014619,0.16,False,2013-03-19 00:35:40
0.7103,0.2815597805085094,0.16,False,2013-03-20 16:46:29
0.7060999999999998,0.28346567693461583,0.18,False,2013-03-20 17:48:57
0.7020000000000001,0.2851105048924013,0.18,False,2013-03-20 17:49:29
0.6979,0.28668726863954036,0.18,False,2013-03-21 20:00:25
0.6938,0.28819708534265226,0.18,False,2013-03-21 20:43:07
0.6897,0.28964100193170167,0.18,False,2013-03-21 22:23:59
0.6856,0.29101999931276196,0.18,False,2013-03-21 23:20:24
0.6815000000000001,0.2923349961944344,0.18,False,2013-03-25 17:32:43
0.6774,0.2935868525666638,0.16,False,2013-03-26 20:04:26
