Acc mean,Acc std,New observation,Normality,Time,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,prefix_31,prefix_32,prefix_33,prefix_34,prefix_35,prefix_36,prefix_37,prefix_38,prefix_39,prefix_40,prefix_41,prefix_42,prefix_43,prefix_44,prefix_45,prefix_46,prefix_47,prefix_48,prefix_49,prefix_50,prefix_51,prefix_52,prefix_53,prefix_54,prefix_55,prefix_56,prefix_57,prefix_58,prefix_59,prefix_60,prefix_61,prefix_62,prefix_63,prefix_64,prefix_65,prefix_66,prefix_67,prefix_68,prefix_69,prefix_70,prefix_71,prefix_72,prefix_73,prefix_74
0.43743395338751495,0.06941784888589347,0.4409852190392598,True,2012-11-29 18:38:11,0.6633333333333333,0.7225,0.8116666666666666,0.8533333333333333,0.8741666666666666,0.8708333333333333,0.9066666666666666,0.9225,0.916360294117647,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4418438055779076,0.053721805877302915,0.4410925392365037,True,2012-11-29 20:09:10,0.6617405582922824,0.7241379310344828,0.8136288998357964,0.854679802955665,0.8752052545155994,0.8702791461412152,0.9055829228243021,0.922824302134647,0.9180035650623887,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4462547309702725,0.030237763188388906,0.43983127304281716,True,2012-11-29 21:25:17,0.6590909090909092,0.7118506493506493,0.8035714285714286,0.8457792207792207,0.8660714285714286,0.859577922077922,0.9042207792207793,0.9228896103896104,0.9175347222222222,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4462328210661925,0.030241615580150764,0.43901958473112884,True,2012-11-29 23:03:09,0.7012987012987013,0.6972402597402598,0.7922077922077921,0.8344155844155844,0.8563311688311688,0.8449675324675325,0.887987012987013,0.9228896103896104,0.9175347222222222,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44624221913984874,0.03023922636481014,0.44588204045722096,True,2012-11-30 00:03:09,0.7077922077922079,0.7386363636363636,0.8344155844155844,0.8766233766233766,0.8977272727272727,0.887987012987013,0.9301948051948052,0.9659090909090909,0.9175347222222222,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44632024177076607,0.03022812872708017,0.44803412548974075,True,2012-12-03 17:57:15,0.714975845410628,0.7536231884057971,0.8405797101449275,0.8776167471819646,0.9098228663446055,0.9049919484702094,0.9565217391304347,0.9758454106280193,0.9175347222222222,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44641978525200854,0.030217216597068428,0.4482841084332225,True,2012-12-03 20:41:30,0.7227564102564102,0.7532051282051282,0.8397435897435898,0.8782051282051282,0.9102564102564102,0.905448717948718,0.9567307692307693,0.9759615384615384,0.9202037351443124,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4465218285626858,0.030206108086455984,0.45081298624754174,True,2012-12-03 20:58:59,0.7483974358974359,0.7676282051282052,0.8509615384615384,0.8894230769230769,0.9198717948717948,0.9166666666666666,0.969551282051282,0.9887820512820513,0.9225,0.7411347517730498,0.6197916666666666,0.6145833333333333,0.609375,0.609375,0.6197916666666666,0.7552083333333333,0.625,0.765625,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44664916065150634,0.030197089434719052,0.4514965247834739,True,2012-12-06 08:00:00,0.7371794871794871,0.7692307692307693,0.8557692307692307,0.9150641025641026,0.9439102564102564,0.9342948717948718,0.9823717948717949,1.0,0.9216666666666666,0.7375886524822696,0.6145833333333334,0.609375,0.6041666666666666,0.6041666666666666,0.6145833333333333,0.7447916666666666,0.6197916666666666,0.7552083333333333,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4467833281256861,0.03018852158534011,0.4501460585830077,True,2012-12-06 22:58:36,0.712,0.7584,0.8496,0.9104,0.9408,0.9296,0.9792,0.9984,0.9216666666666666,0.7375886524822696,0.6145833333333334,0.609375,0.6041666666666666,0.6041666666666666,0.6145833333333333,0.7447916666666666,0.6197916666666666,0.7552083333333333,0.9791666666666666,0.9739583333333333,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9795918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
