Acc mean,Acc std,New observation,Normality,Time
0.44059999999999994,0.15868093773355385,0.5,True,2013-04-09 23:43:42
0.4386,0.15664622561683378,0.5,True,2013-04-11 22:05:30
0.4366,0.15455885610342748,0.5,True,2013-04-15 17:05:33
0.4346,0.15241666575542187,0.52,True,2013-04-15 17:06:52
0.43260000000000004,0.14995079192855235,0.52,True,2013-04-18 21:32:29
0.43060000000000004,0.1474165526662457,0.52,True,2013-04-22 20:04:53
0.42880000000000007,0.14519834709802998,0.52,True,2013-04-25 07:00:00
0.4270000000000001,0.14292305622257037,0.52,True,2013-04-25 17:05:40
0.4254000000000001,0.1409639670270385,0.52,True,2013-04-25 19:21:02
0.42400000000000004,0.13931259813814398,0.5,True,2013-04-26 18:46:37
0.4224000000000001,0.13749996363635883,0.5,True,2013-05-02 07:00:00
0.42080000000000006,0.13564424057069285,0.5,True,2013-05-02 07:00:00
0.4192,0.13374363536258463,0.52,True,2013-05-02 07:00:00
0.41800000000000004,0.13228756555322954,0.5,True,2013-05-03 07:00:00
0.4168,0.13098763300403593,0.5,True,2013-05-13 07:00:00
0.4156,0.12966356465869663,0.5,True,2013-05-13 07:00:00
0.41440000000000005,0.12831461335327318,0.5,True,2013-05-13 07:00:00
0.4132,0.1269399858200717,0.5,True,2013-05-14 07:00:00
0.4118,0.12519089423756027,0.5,True,2013-05-14 07:00:00
0.4104,0.1234011345166648,0.5,True,2013-05-16 07:00:00
0.40900000000000003,0.12156891049935421,0.52,True,2013-05-16 07:00:00
0.4078000000000001,0.1198630885635774,0.52,True,2013-05-16 07:00:00
0.40680000000000005,0.11849793247141488,0.52,True,2013-05-16 07:00:00
0.4058000000000001,0.1171083259209182,0.52,True,2013-05-23 07:00:00
0.40480000000000016,0.1156933878836643,0.52,True,2013-05-23 07:00:00
0.4040000000000002,0.11461239025515522,0.52,False,2013-05-23 07:00:00
0.40320000000000017,0.11351546150194697,0.52,False,2013-05-23 07:00:00
0.4026000000000002,0.1127352651125636,0.52,False,2013-05-23 07:00:00
0.4020000000000002,0.11194641575325226,0.52,False,2013-05-23 07:00:00
0.40140000000000015,0.11114872918751703,0.52,False,2013-05-23 07:00:00
0.4008000000000001,0.11034201375722666,0.54,False,2013-05-23 07:00:00
0.4006,0.11007106795157393,0.52,False,2013-05-24 07:00:00
0.4004000000000001,0.10983551338251213,0.52,False,2013-05-27 07:00:00
0.4002000000000001,0.10959908758744298,0.5,True,2013-05-30 07:00:00
0.4000000000000001,0.10939835464941876,0.5,True,2013-05-30 07:00:00
0.39980000000000004,0.10919688640249776,0.5,True,2013-06-03 07:00:00
0.3996,0.10899467876919497,0.52,False,2013-06-05 07:00:00
0.39980000000000004,0.10919688640249776,0.52,False,2013-06-06 07:00:00
0.4000000000000001,0.10939835464941874,0.52,False,2013-06-06 07:00:00
0.4002000000000001,0.10959908758744298,0.52,False,2013-06-07 07:00:00
0.40020000000000017,0.10959908758744298,0.52,False,2013-06-10 07:00:00
0.40040000000000014,0.10979908924941045,0.52,False,2013-06-13 07:00:00
0.4008000000000001,0.11016061002009746,0.52,False,2013-06-13 07:00:00
0.40140000000000015,0.11064375264785627,0.52,False,2013-06-17 07:00:00
0.4022000000000001,0.11120773354403012,0.52,False,2013-06-20 07:00:00
0.40320000000000017,0.11181126955723204,0.52,False,2013-06-20 07:00:00
0.40420000000000017,0.1124026690074573,0.52,False,2013-06-20 07:00:00
0.40540000000000015,0.11299044207365508,0.52,False,2013-06-20 07:00:00
0.40660000000000013,0.11356249380847531,0.54,False,2013-06-20 07:00:00
0.40800000000000014,0.1143328474236516,0.54,False,2013-06-24 07:00:00
0.4096,0.11504712078100869,0.54,False,2013-06-25 07:00:00
0.4114,0.11566347738158315,0.54,False,2013-06-25 07:00:00
0.4134,0.11613974341283864,0.54,False,2013-06-27 07:00:00
0.41559999999999997,0.11643298501713335,0.54,False,2013-07-01 07:00:00
0.418,0.11649892703368561,0.56,False,2013-07-01 07:00:00
0.4204,0.11692664367029444,0.56,False,2013-07-04 07:00:00
0.4226,0.11746165331715708,0.58,False,2013-07-04 07:00:00
0.42519999999999997,0.11803795999592671,0.6,False,2013-07-04 07:00:00
0.42800000000000005,0.1188276062201036,0.6,False,2013-07-05 07:00:00
0.43080000000000007,0.1195464763177903,0.6,False,2013-07-08 07:00:00
0.4336,0.120195840194243,0.6,False,2013-07-08 07:00:00
0.43660000000000004,0.1205671597077745,0.6,False,2013-07-11 07:00:00
0.4396000000000001,0.12086289753270024,0.6,False,2013-07-15 07:00:00
0.4426000000000001,0.12108360747846918,0.6,False,2013-07-15 07:00:00
0.4456,0.12122969933147569,0.6,False,2013-07-15 07:00:00
0.44860000000000005,0.12130144269546013,0.6,False,2013-07-17 07:00:00
0.4518000000000001,0.12103206186791997,0.6,False,2013-07-17 07:00:00
0.4552000000000001,0.12037009595410314,0.6,False,2013-07-18 07:00:00
0.4588000000000001,0.11925837496796607,0.62,False,2013-07-26 07:00:00
0.46260000000000007,0.11827611762312795,0.62,False,2013-07-31 07:00:00
0.4664,0.11716245132293879,0.62,False,2013-07-31 07:00:00
0.4699999999999999,0.11629273408085303,0.6,False,2013-07-31 07:00:00
