Acc mean,Acc std,New observation,Normality,Time,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15
0.0,0.0,0.0,True,2016-02-27 23:57:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,True,2016-02-29 23:34:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6607142857142857,False,2016-03-03 01:13:22,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.22023809523809523,0.3114637012369316,0.5476190476190476,False,2016-03-03 16:53:55,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.5,0.0,0.0,0.0
0.3020833333333333,0.3047181597603843,0.5625,True,2016-03-04 00:49:24,0.125,0.5,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.0,0.0,0.0
0.35416666666666663,0.2917759756296747,0.5714285714285714,True,2016-03-04 20:53:47,0.1,0.4,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.0,0.0,0.0
0.39037698412698413,0.27838873076166704,0.5952380952380952,True,2016-03-05 03:54:49,0.08333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.75,0.0,0.0,0.0
0.41964285714285715,0.26752152064902374,0.6054421768707483,True,2016-03-05 21:19:37,0.07142857142857142,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8333333333333333,0.0,0.0,0.0
0.44286777210884354,0.25767725983352,0.6830357142857143,True,2016-03-07 17:56:02,0.0625,0.25,0.875,0.875,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.875,1.0,0.0,0.0
0.46955309901738473,0.25439519612035444,0.640625,True,2016-03-07 19:56:52,0.09375,0.25,0.625,0.625,0.71875,0.71875,0.71875,0.78125,0.78125,0.84375,0.8125,1.0,1.0,0.0
0.4866602891156463,0.24673696076130297,0.6284722222222222,True,2016-03-07 21:49:22,0.08333333333333333,0.2222222222222222,0.611111111111111,0.611111111111111,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.75,0.78125,0.84375,0.8125,1.0,1.0,0.0
0.4995522830344259,0.2387607520376548,0.6204365079365078,True,2016-03-07 22:07:40,0.07500000000000001,0.2,0.6,0.6,0.675,0.675,0.675,0.725,0.75,0.8611111111111112,0.8500000000000001,1.0,1.0,0.0
0.5096259684429327,0.23102469385095206,0.644047619047619,True,2016-03-08 00:36:53,0.18333333333333335,0.30000000000000004,0.5666666666666667,0.6,0.6833333333333333,0.7166666666666668,0.7166666666666668,0.75,0.7962962962962963,0.8703703703703705,0.8333333333333334,1.0,1.0,0.0
0.519966095412524,0.22483295564000866,0.6185786435786435,True,2016-03-08 18:11:50,0.16666666666666669,0.2727272727272727,0.5454545454545454,0.5757575757575758,0.6515151515151516,0.6818181818181819,0.6818181818181819,0.7121212121212122,0.75,0.8166666666666667,0.8055555555555556,1.0,1.0,0.0
0.5270098488529611,0.2181378963316696,0.6040120593692022,True,2016-03-08 18:16:46,0.1527777777777778,0.25,0.5277777777777778,0.5555555555555556,0.625,0.6527777777777779,0.6527777777777778,0.7083333333333334,0.7424242424242424,0.803030303030303,0.7857142857142858,1.0,1.0,0.0
0.5321433295540438,0.21161475003519153,0.5955051892551892,True,2016-03-08 21:39:49,0.14102564102564102,0.23076923076923078,0.5128205128205129,0.5384615384615385,0.6025641025641026,0.6538461538461539,0.6538461538461539,0.7051282051282051,0.7361111111111112,0.7916666666666667,0.7708333333333333,1.0,1.0,0.0
0.5361034457853654,0.20546834327679703,0.6198775183150184,True,2016-03-08 22:10:49,0.20192307692307693,0.28846153846153844,0.5192307692307693,0.5769230769230769,0.625,0.6634615384615385,0.6826923076923077,0.7403846153846154,0.7604166666666667,0.8229166666666667,0.796875,1.0,1.0,0.0
0.5410313324047568,0.2003058114219238,0.6653617216117216,True,2016-03-08 22:12:49,0.3153846153846154,0.39999999999999997,0.6,0.6461538461538461,0.6846153846153846,0.7153846153846154,0.7307692307692308,0.7769230769230769,0.7916666666666666,0.8416666666666668,0.8125,1.0,1.0,0.0
0.5479385762495882,0.19673450424429878,0.6975160256410257,True,2016-03-08 22:19:28,0.40384615384615385,0.4871794871794872,0.6538461538461539,0.6923076923076923,0.7243589743589743,0.7500000000000001,0.7628205128205129,0.8012820512820514,0.8125,0.8541666666666666,0.8229166666666667,1.0,1.0,0.0
0.5558110735859796,0.19437839361451534,0.7204833856619571,True,2016-03-08 23:50:01,0.46703296703296704,0.5494505494505495,0.6923076923076923,0.7252747252747253,0.7527472527472528,0.7747252747252747,0.7857142857142857,0.8186813186813188,0.8273809523809523,0.8630952380952381,0.8303571428571428,1.0,1.0,0.0
0.5640446891897785,0.19282600447362586,0.7383957188644689,True,2016-03-08 23:55:02,0.5240384615384616,0.5961538461538461,0.7211538461538463,0.75,0.7740384615384616,0.7932692307692307,0.8028846153846154,0.8317307692307693,0.8385416666666667,0.8697916666666665,0.8359375,1.0,1.0,0.0
