Acc mean,Acc std,New observation,Normality,Time,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,prefix_31,prefix_32,prefix_33,prefix_34,prefix_35,prefix_36,prefix_37,prefix_38,prefix_39,prefix_40,prefix_41,prefix_42,prefix_43,prefix_44,prefix_45,prefix_46,prefix_47,prefix_48,prefix_49,prefix_50,prefix_51,prefix_52,prefix_53,prefix_54,prefix_55,prefix_56,prefix_57,prefix_58,prefix_59,prefix_60,prefix_61,prefix_62,prefix_63,prefix_64,prefix_65,prefix_66,prefix_67,prefix_68,prefix_69,prefix_70,prefix_71,prefix_72,prefix_73,prefix_74
0.8800275789337317,0.02228594714582203,0.923669188052407,False,2014-06-26 07:00:00,0.9496907216494845,0.9570526315789474,0.9250305250305249,0.8990398365679265,0.8069930069930069,0.7642666666666666,0.7246323529411766,0.7575551782682513,0.68,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8802711838130598,0.02249440035317073,0.9248367222057677,False,2014-06-26 07:00:00,0.9496907216494845,0.9570526315789474,0.9250305250305249,0.9119999999999999,0.822302591922845,0.7873684210526315,0.7246323529411766,0.7575551782682513,0.68,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8805171697706882,0.022710365764663884,0.9248367222057677,False,2014-06-26 07:00:00,0.9496907216494845,0.9570526315789474,0.9250305250305249,0.9119999999999999,0.822302591922845,0.7873684210526315,0.7246323529411766,0.7575551782682513,0.68,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8807567098822392,0.02292291564700661,0.923603515757475,False,2014-06-26 07:00:00,0.92,0.9324822695035461,0.9250305250305249,0.9119999999999999,0.822302591922845,0.7873684210526315,0.7246323529411766,0.7575551782682513,0.68,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.880985567020172,0.023120211136102915,0.9238996640536232,False,2014-07-03 07:00:00,0.92,0.9324822695035461,0.9250305250305249,0.9250305250305249,0.822302591922845,0.7873684210526315,0.7246323529411766,0.7575551782682513,0.68,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8812159048995853,0.023316292242035488,0.9245457493402561,False,2014-07-03 07:00:00,0.92,0.9324822695035461,0.9250305250305249,0.9382608695652175,0.8375000000000001,0.7873684210526315,0.7246323529411766,0.7575551782682513,0.68,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8814436972356969,0.02351510446216138,0.9264704839123106,False,2014-07-03 07:00:00,0.92,0.9324822695035461,0.9382608695652175,0.9518894009216591,0.8526315789473684,0.8101863354037266,0.7246323529411766,0.7575551782682513,0.6998799519807923,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.881712585589068,0.023720075983398387,0.9264704839123106,False,2014-07-10 07:00:00,0.92,0.9324822695035461,0.9382608695652175,0.9518894009216591,0.8526315789473684,0.8101863354037266,0.7246323529411766,0.7575551782682513,0.6998799519807923,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8819887130336187,0.02391723757754335,0.9264704839123106,False,2014-07-15 07:00:00,0.92,0.9324822695035461,0.9382608695652175,0.9518894009216591,0.8526315789473684,0.8101863354037266,0.7246323529411766,0.7575551782682513,0.6998799519807923,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8822754422902913,0.02410430991641687,0.9264704839123106,False,2014-07-16 07:00:00,0.92,0.9324822695035461,0.9382608695652175,0.9518894009216591,0.8526315789473684,0.8101863354037266,0.7246323529411766,0.7575551782682513,0.6998799519807923,0.7240909090909091,0.69825311942959,0.8021572449642623,0.868704318936877,0.8826666666666667,0.8826666666666667,0.895042735042735,0.887741935483871,0.898723404255319,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9496907216494845,0.9795918367346939,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98989898989899,0.98989898989899,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
