Acc mean,Acc std,New observation,Normality,Time,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,prefix_31,prefix_32,prefix_33,prefix_34,prefix_35,prefix_36,prefix_37,prefix_38,prefix_39,prefix_40,prefix_41,prefix_42,prefix_43,prefix_44,prefix_45,prefix_46,prefix_47,prefix_48,prefix_49,prefix_50,prefix_51,prefix_52,prefix_53,prefix_54,prefix_55,prefix_56,prefix_57,prefix_58,prefix_59,prefix_60,prefix_61,prefix_62,prefix_63,prefix_64,prefix_65,prefix_66,prefix_67,prefix_68,prefix_69,prefix_70,prefix_71,prefix_72,prefix_73,prefix_74
0.35674343271775155,0.02025203787497958,0.38983791185794475,True,2014-07-17 07:00:00,0.0,0.734375,0.9897959183673469,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3568804075505247,0.020382347178723854,0.38983791185794475,True,2014-07-17 07:00:00,0.0,0.734375,0.9897959183673469,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3570117783244163,0.020509277605026154,0.39030656522838386,True,2014-07-18 07:00:00,0.0,0.7447916666666667,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35713772985078707,0.020635622238146682,0.39030656522838386,True,2014-07-21 07:00:00,0.0,0.7447916666666667,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3572636813771577,0.020760433879304412,0.3905433076526263,True,2014-07-21 07:00:00,0.0,0.7552083333333334,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35741257273495536,0.020891381390934473,0.3905433076526263,True,2014-07-24 07:00:00,0.0,0.7552083333333334,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3575619160638043,0.0210205265275851,0.3905433076526263,True,2014-07-24 07:00:00,0.0,0.7552083333333334,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35770487002633444,0.021146739082318414,0.3905433076526263,True,2014-07-28 07:00:00,0.0,0.7552083333333334,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3578474857854014,0.02127117629637259,0.39078005007686867,True,2014-07-28 07:00:00,0.0,0.765625,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35799128525658963,0.021395746675931096,0.39078005007686867,True,2014-07-28 07:00:00,0.0,0.765625,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.358180422608023,0.021517220443431382,0.39078005007686867,True,2014-07-31 07:00:00,0.0,0.765625,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3583683281289563,0.021636660327566993,0.39078005007686867,True,2014-07-31 07:00:00,0.0,0.765625,1.0,0.9635416666666666,0.8913043478260869,0.8372093023255813,0.7182539682539683,0.7933333333333334,0.7171474358974359,0.7658333333333334,0.7650727650727651,0.6744186046511628,0.8831521739130435,0.7395833333333334,0.7604166666666667,0.8020833333333334,0.5,0.75,0.8979591836734694,0.9183673469387755,0.9591836734693877,0.3163265306122449,0.7755102040816326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
